uid,label,chi,start,end 
sim_219_37,0,"[[181.   0. 881.]
 [182.   1. 882.]
 [183.   2. 883.]
 ...
 [298. 115. 995.]
 [299. 116. 997.]
 [300. 118. 998.]]",[  0. 881.],[118. 998.]
sim_220_0,1,"[[ 20. 595.   1.]
 [ 21. 596.   4.]
 [ 22. 595.   7.]
 ...
 [298. 814. 490.]
 [299. 816. 494.]
 [300. 817. 497.]]",[595.   1.],[817. 497.]
sim_220_1,1,"[[0.000e+00 7.640e+02 8.590e+02]
 [1.000e+00 7.640e+02 8.600e+02]
 [2.000e+00 7.650e+02 8.620e+02]
 ...
 [2.750e+02 6.170e+02 1.023e+03]
 [2.760e+02 6.170e+02 1.023e+03]
 [2.770e+02 6.180e+02 1.023e+03]]",[764. 859.],[ 618. 1023.]
sim_220_2,1,"[[  0. 398. 520.]
 [  1. 399. 522.]
 [  2. 402. 524.]
 ...
 [298. 833. 659.]
 [299. 834. 661.]
 [300. 834. 662.]]",[398. 520.],[834. 662.]
sim_220_3,1,"[[0.000e+00 5.250e+02 4.290e+02]
 [1.000e+00 5.280e+02 4.290e+02]
 [2.000e+00 5.270e+02 4.280e+02]
 ...
 [2.830e+02 5.590e+02 1.020e+03]
 [2.840e+02 5.590e+02 1.022e+03]
 [2.850e+02 5.590e+02 1.024e+03]]",[525. 429.],[ 559. 1024.]
sim_220_4,1,"[[0.000e+00 6.700e+02 8.470e+02]
 [1.000e+00 6.710e+02 8.470e+02]
 [2.000e+00 6.720e+02 8.470e+02]
 ...
 [1.420e+02 8.850e+02 1.022e+03]
 [1.430e+02 8.880e+02 1.024e+03]
 [1.440e+02 8.900e+02 1.024e+03]]",[670. 847.],[ 890. 1024.]
sim_220_5,1,"[[ 81.   1. 729.]
 [ 82.   1. 728.]
 [ 83.   3. 726.]
 ...
 [298. 531. 874.]
 [299. 532. 873.]
 [300. 533. 872.]]",[  1. 729.],[533. 872.]
sim_220_6,1,"[[0.000e+00 4.970e+02 9.400e+02]
 [1.000e+00 4.980e+02 9.390e+02]
 [2.000e+00 4.990e+02 9.400e+02]
 ...
 [3.600e+01 5.400e+02 1.014e+03]
 [3.700e+01 5.420e+02 1.017e+03]
 [3.800e+01 5.440e+02 1.020e+03]]",[497. 940.],[ 544. 1020.]
sim_220_7,1,"[[0.000e+00 4.930e+02 5.670e+02]
 [1.000e+00 4.950e+02 5.670e+02]
 [2.000e+00 4.970e+02 5.660e+02]
 ...
 [2.260e+02 1.022e+03 7.160e+02]
 [2.270e+02 1.022e+03 7.180e+02]
 [2.280e+02 1.023e+03 7.210e+02]]",[493. 567.],[1023.  721.]
sim_220_8,1,"[[  23.  758.    3.]
 [  24.  759.    9.]
 [  25.  761.   12.]
 ...
 [ 134. 1017.   69.]
 [ 135. 1019.   71.]
 [ 136. 1021.   72.]]",[758.   3.],[1021.   72.]
sim_220_9,1,"[[ 98. 621.   1.]
 [ 99. 624.   4.]
 [100. 627.   5.]
 ...
 [298. 469. 211.]
 [299. 471. 212.]
 [300. 471. 214.]]",[621.   1.],[471. 214.]
sim_220_10,1,"[[0.000e+00 9.630e+02 3.910e+02]
 [1.000e+00 9.630e+02 3.920e+02]
 [2.000e+00 9.620e+02 3.940e+02]
 ...
 [5.300e+01 1.017e+03 4.820e+02]
 [5.400e+01 1.020e+03 4.830e+02]
 [5.500e+01 1.022e+03 4.840e+02]]",[963. 391.],[1022.  484.]
sim_220_11,1,"[[239.   3.   9.]
 [240.   7.   9.]
 [241.  12.  10.]
 ...
 [298. 185.  80.]
 [299. 187.  80.]
 [300. 187.  80.]]",[3. 9.],[187.  80.]
sim_220_12,1,"[[  0. 342. 347.]
 [  1. 344. 347.]
 [  2. 344. 346.]
 ...
 [298. 538. 918.]
 [299. 543. 919.]
 [300. 546. 921.]]",[342. 347.],[546. 921.]
sim_220_13,1,"[[0.000e+00 8.620e+02 5.820e+02]
 [1.000e+00 8.630e+02 5.840e+02]
 [2.000e+00 8.640e+02 5.840e+02]
 ...
 [9.200e+01 1.023e+03 6.390e+02]
 [9.300e+01 1.024e+03 6.380e+02]
 [9.400e+01 1.024e+03 6.370e+02]]",[862. 582.],[1024.  637.]
sim_220_14,1,"[[0.000e+00 7.800e+01 9.840e+02]
 [1.000e+00 7.900e+01 9.860e+02]
 [2.000e+00 8.000e+01 9.870e+02]
 ...
 [1.200e+01 8.600e+01 1.018e+03]
 [1.300e+01 8.600e+01 1.020e+03]
 [1.400e+01 8.500e+01 1.022e+03]]",[ 78. 984.],[  85. 1022.]
sim_220_15,1,"[[  0. 496. 358.]
 [  1. 496. 360.]
 [  2. 494. 362.]
 ...
 [298. 877. 746.]
 [299. 879. 746.]
 [300. 882. 747.]]",[496. 358.],[882. 747.]
sim_220_16,1,"[[  0. 720. 490.]
 [  1. 720. 491.]
 [  2. 721. 491.]
 ...
 [298. 838. 863.]
 [299. 838. 864.]
 [300. 836. 866.]]",[720. 490.],[836. 866.]
sim_220_17,1,"[[231. 584.   1.]
 [232. 584.   4.]
 [233. 586.  10.]
 ...
 [298. 703. 113.]
 [299. 701. 113.]
 [300. 699. 114.]]",[584.   1.],[699. 114.]
sim_220_18,1,"[[0.000e+00 2.850e+02 9.620e+02]
 [1.000e+00 2.850e+02 9.620e+02]
 [2.000e+00 2.850e+02 9.630e+02]
 ...
 [4.100e+01 2.970e+02 1.018e+03]
 [4.200e+01 2.980e+02 1.020e+03]
 [4.300e+01 3.000e+02 1.023e+03]]",[285. 962.],[ 300. 1023.]
sim_220_19,1,"[[1.700e+01 0.000e+00 9.710e+02]
 [1.800e+01 1.000e+00 9.700e+02]
 [1.900e+01 3.000e+00 9.690e+02]
 ...
 [2.790e+02 3.040e+02 1.014e+03]
 [2.800e+02 3.030e+02 1.017e+03]
 [2.810e+02 3.020e+02 1.022e+03]]",[  0. 971.],[ 302. 1022.]
sim_220_20,1,"[[  0. 142. 485.]
 [  1. 144. 487.]
 [  2. 144. 489.]
 ...
 [298. 379. 799.]
 [299. 380. 803.]
 [300. 379. 808.]]",[142. 485.],[379. 808.]
sim_220_21,1,"[[ 90.   1. 355.]
 [ 91.   3. 360.]
 [ 92.   2. 364.]
 ...
 [298. 432. 582.]
 [299. 435. 580.]
 [300. 437. 581.]]",[  1. 355.],[437. 581.]
sim_220_22,1,"[[  0. 409. 453.]
 [  1. 411. 453.]
 [  2. 412. 453.]
 ...
 [298. 581. 948.]
 [299. 581. 950.]
 [300. 581. 953.]]",[409. 453.],[581. 953.]
sim_220_23,1,"[[238. 895.   0.]
 [239. 896.   1.]
 [240. 897.   2.]
 ...
 [298. 988.  69.]
 [299. 990.  68.]
 [300. 992.  66.]]",[895.   0.],[992.  66.]
sim_220_24,1,"[[0.000e+00 5.160e+02 5.030e+02]
 [1.000e+00 5.170e+02 5.050e+02]
 [2.000e+00 5.200e+02 5.080e+02]
 ...
 [2.890e+02 1.014e+03 6.610e+02]
 [2.900e+02 1.019e+03 6.630e+02]
 [2.910e+02 1.022e+03 6.670e+02]]",[516. 503.],[1022.  667.]
sim_220_25,1,"[[  0. 459. 561.]
 [  1. 460. 561.]
 [  2. 461. 561.]
 ...
 [298. 672. 842.]
 [299. 672. 842.]
 [300. 675. 843.]]",[459. 561.],[675. 843.]
sim_220_26,1,[[144. 569.   0.]],[569.   0.],[569.   0.]
sim_220_27,1,"[[ 35. 280.   2.]
 [ 36. 281.   4.]
 [ 37. 282.   7.]
 ...
 [ 61. 317.   8.]
 [ 62. 319.   6.]
 [ 63. 322.   3.]]",[280.   2.],[322.   3.]
sim_220_28,1,"[[0.000e+00 7.380e+02 9.900e+02]
 [1.000e+00 7.380e+02 9.900e+02]
 [2.000e+00 7.390e+02 9.890e+02]
 ...
 [1.420e+02 9.760e+02 1.021e+03]
 [1.430e+02 9.800e+02 1.022e+03]
 [1.440e+02 9.840e+02 1.023e+03]]",[738. 990.],[ 984. 1023.]
sim_220_29,1,"[[0.000e+00 6.380e+02 1.015e+03]
 [1.000e+00 6.390e+02 1.016e+03]
 [2.000e+00 6.400e+02 1.016e+03]
 ...
 [4.000e+00 6.400e+02 1.020e+03]
 [5.000e+00 6.390e+02 1.022e+03]
 [6.000e+00 6.390e+02 1.024e+03]]",[ 638. 1015.],[ 639. 1024.]
sim_220_30,1,"[[  0. 527. 623.]
 [  1. 529. 624.]
 [  2. 529. 624.]
 ...
 [298. 610. 792.]
 [299. 609. 795.]
 [300. 607. 799.]]",[527. 623.],[607. 799.]
sim_220_31,1,[[   0.  510. 1023.]],[ 510. 1023.],[ 510. 1023.]
sim_220_32,1,"[[0.000e+00 8.400e+02 5.000e+02]
 [1.000e+00 8.420e+02 5.030e+02]
 [2.000e+00 8.450e+02 5.040e+02]
 ...
 [1.070e+02 1.016e+03 6.910e+02]
 [1.080e+02 1.019e+03 6.920e+02]
 [1.090e+02 1.021e+03 6.940e+02]]",[840. 500.],[1021.  694.]
sim_220_33,1,"[[ 35.   0. 600.]
 [ 36.   1. 604.]
 [ 37.   1. 611.]
 ...
 [298. 505. 917.]
 [299. 506. 919.]
 [300. 506. 922.]]",[  0. 600.],[506. 922.]
sim_220_34,1,"[[  0. 559.  11.]
 [  1. 560.  13.]
 [  2. 561.  14.]
 ...
 [298. 859. 439.]
 [299. 861. 438.]
 [300. 864. 438.]]",[559.  11.],[864. 438.]
sim_220_35,1,"[[  0. 177. 480.]
 [  1. 179. 482.]
 [  2. 181. 484.]
 ...
 [298. 551. 953.]
 [299. 555. 952.]
 [300. 559. 950.]]",[177. 480.],[559. 950.]
sim_220_36,1,"[[  0. 363. 405.]
 [  1. 364. 405.]
 [  2. 367. 406.]
 ...
 [298. 820. 842.]
 [299. 820. 840.]
 [300. 820. 838.]]",[363. 405.],[820. 838.]
sim_220_37,0,"[[  0.  25. 125.]
 [  1.  26. 125.]
 [  2.  26. 127.]
 ...
 [298. 303. 418.]
 [299. 304. 419.]
 [300. 305. 421.]]",[ 25. 125.],[305. 421.]
sim_220_38,0,"[[  0. 158.  33.]
 [  1. 158.  33.]
 [  2. 160.  34.]
 ...
 [298. 465. 336.]
 [299. 466. 337.]
 [300. 467. 339.]]",[158.  33.],[467. 339.]
sim_220_39,0,"[[105. 560.   0.]
 [106. 562.   1.]
 [107. 563.   2.]
 ...
 [298. 742. 195.]
 [299. 742. 195.]
 [300. 743. 197.]]",[560.   0.],[743. 197.]
sim_220_40,0,"[[0.000e+00 9.760e+02 9.350e+02]
 [1.000e+00 9.770e+02 9.370e+02]
 [2.000e+00 9.780e+02 9.380e+02]
 ...
 [5.000e+01 1.021e+03 9.860e+02]
 [5.100e+01 1.023e+03 9.880e+02]
 [5.200e+01 1.024e+03 9.880e+02]]",[976. 935.],[1024.  988.]
sim_220_41,0,"[[ 73.   0.  93.]
 [ 74.   1.  93.]
 [ 75.   2.  94.]
 ...
 [298. 240. 310.]
 [299. 241. 311.]
 [300. 241. 312.]]",[ 0. 93.],[241. 312.]
sim_220_42,0,"[[0.000e+00 4.170e+02 8.170e+02]
 [1.000e+00 4.190e+02 8.170e+02]
 [2.000e+00 4.200e+02 8.170e+02]
 ...
 [2.140e+02 6.320e+02 1.022e+03]
 [2.150e+02 6.340e+02 1.023e+03]
 [2.160e+02 6.350e+02 1.024e+03]]",[417. 817.],[ 635. 1024.]
sim_220_43,0,"[[0.000e+00 9.320e+02 4.530e+02]
 [1.000e+00 9.320e+02 4.540e+02]
 [2.000e+00 9.330e+02 4.550e+02]
 ...
 [8.200e+01 1.021e+03 5.310e+02]
 [8.300e+01 1.022e+03 5.320e+02]
 [8.400e+01 1.024e+03 5.330e+02]]",[932. 453.],[1024.  533.]
sim_220_44,0,"[[7.900e+01 8.360e+02 1.000e+00]
 [8.000e+01 8.360e+02 2.000e+00]
 [8.100e+01 8.370e+02 3.000e+00]
 ...
 [2.620e+02 1.020e+03 1.840e+02]
 [2.630e+02 1.022e+03 1.850e+02]
 [2.640e+02 1.023e+03 1.850e+02]]",[836.   1.],[1023.  185.]
sim_220_45,0,"[[0.000e+00 9.150e+02 8.050e+02]
 [1.000e+00 9.160e+02 8.060e+02]
 [2.000e+00 9.170e+02 8.070e+02]
 ...
 [1.050e+02 1.021e+03 9.110e+02]
 [1.060e+02 1.022e+03 9.130e+02]
 [1.070e+02 1.024e+03 9.130e+02]]",[915. 805.],[1024.  913.]
sim_220_46,0,"[[  0. 487. 648.]
 [  1. 489. 650.]
 [  2. 490. 651.]
 ...
 [298. 798. 942.]
 [299. 799. 942.]
 [300. 801. 943.]]",[487. 648.],[801. 943.]
sim_220_47,0,"[[0.000e+00 7.330e+02 1.660e+02]
 [1.000e+00 7.340e+02 1.670e+02]
 [2.000e+00 7.350e+02 1.680e+02]
 ...
 [2.930e+02 1.023e+03 4.550e+02]
 [2.940e+02 1.023e+03 4.570e+02]
 [2.950e+02 1.024e+03 4.580e+02]]",[733. 166.],[1024.  458.]
sim_220_48,0,"[[0.000e+00 8.260e+02 6.500e+01]
 [1.000e+00 8.270e+02 6.700e+01]
 [2.000e+00 8.290e+02 6.700e+01]
 ...
 [1.970e+02 1.021e+03 2.730e+02]
 [1.980e+02 1.022e+03 2.750e+02]
 [1.990e+02 1.023e+03 2.770e+02]]",[826.  65.],[1023.  277.]
sim_220_49,0,"[[129. 321.   1.]
 [130. 321.   2.]
 [131. 323.   3.]
 ...
 [298. 483. 173.]
 [299. 484. 175.]
 [300. 485. 177.]]",[321.   1.],[485. 177.]
sim_220_50,0,"[[  0. 236. 487.]
 [  1. 237. 488.]
 [  2. 238. 489.]
 ...
 [298. 529. 779.]
 [299. 531. 780.]
 [300. 531. 782.]]",[236. 487.],[531. 782.]
sim_220_51,0,"[[0.000e+00 2.380e+02 8.010e+02]
 [1.000e+00 2.390e+02 8.020e+02]
 [2.000e+00 2.400e+02 8.040e+02]
 ...
 [2.170e+02 4.660e+02 1.021e+03]
 [2.180e+02 4.670e+02 1.022e+03]
 [2.190e+02 4.680e+02 1.023e+03]]",[238. 801.],[ 468. 1023.]
sim_220_52,0,"[[  0.  11. 486.]
 [  1.  13. 487.]
 [  2.  14. 488.]
 ...
 [298. 313. 801.]
 [299. 315. 802.]
 [300. 315. 802.]]",[ 11. 486.],[315. 802.]
sim_220_53,0,"[[  0. 387. 214.]
 [  1. 387. 215.]
 [  2. 389. 216.]
 ...
 [298. 682. 509.]
 [299. 682. 510.]
 [300. 683. 511.]]",[387. 214.],[683. 511.]
sim_220_54,0,"[[  0. 494. 326.]
 [  1. 496. 327.]
 [  2. 498. 328.]
 ...
 [298. 797. 628.]
 [299. 798. 630.]
 [300. 800. 631.]]",[494. 326.],[800. 631.]
sim_220_55,0,"[[0.000e+00 5.770e+02 8.500e+02]
 [1.000e+00 5.780e+02 8.500e+02]
 [2.000e+00 5.780e+02 8.510e+02]
 ...
 [1.690e+02 7.440e+02 1.021e+03]
 [1.700e+02 7.450e+02 1.023e+03]
 [1.710e+02 7.470e+02 1.023e+03]]",[577. 850.],[ 747. 1023.]
sim_220_56,0,"[[0.000e+00 9.140e+02 5.240e+02]
 [1.000e+00 9.150e+02 5.250e+02]
 [2.000e+00 9.160e+02 5.260e+02]
 ...
 [1.120e+02 1.023e+03 6.380e+02]
 [1.130e+02 1.024e+03 6.400e+02]
 [1.140e+02 1.024e+03 6.410e+02]]",[914. 524.],[1024.  641.]
sim_220_57,0,"[[  0. 255. 536.]
 [  1. 256. 537.]
 [  2. 257. 538.]
 ...
 [298. 546. 838.]
 [299. 547. 840.]
 [300. 548. 841.]]",[255. 536.],[548. 841.]
sim_220_58,0,"[[0.000e+00 9.760e+02 6.480e+02]
 [1.000e+00 9.770e+02 6.490e+02]
 [2.000e+00 9.780e+02 6.500e+02]
 ...
 [5.300e+01 1.021e+03 7.030e+02]
 [5.400e+01 1.022e+03 7.040e+02]
 [5.500e+01 1.024e+03 7.040e+02]]",[976. 648.],[1024.  704.]
sim_220_59,0,"[[0.000e+00 7.720e+02 1.000e+00]
 [1.000e+00 7.730e+02 2.000e+00]
 [2.000e+00 7.740e+02 3.000e+00]
 ...
 [2.450e+02 1.020e+03 2.520e+02]
 [2.460e+02 1.021e+03 2.530e+02]
 [2.470e+02 1.023e+03 2.550e+02]]",[772.   1.],[1023.  255.]
sim_220_60,0,"[[0.000e+00 2.620e+02 8.990e+02]
 [1.000e+00 2.630e+02 9.010e+02]
 [2.000e+00 2.650e+02 9.020e+02]
 ...
 [1.230e+02 3.850e+02 1.021e+03]
 [1.240e+02 3.860e+02 1.023e+03]
 [1.250e+02 3.880e+02 1.024e+03]]",[262. 899.],[ 388. 1024.]
sim_220_61,0,"[[  0. 549. 586.]
 [  1. 550. 587.]
 [  2. 552. 588.]
 ...
 [298. 854. 885.]
 [299. 855. 885.]
 [300. 856. 886.]]",[549. 586.],[856. 886.]
sim_220_62,0,"[[  0. 109. 369.]
 [  1. 110. 370.]
 [  2. 111. 372.]
 ...
 [298. 417. 664.]
 [299. 418. 665.]
 [300. 419. 666.]]",[109. 369.],[419. 666.]
sim_220_63,0,"[[117.   1. 128.]
 [118.   2. 129.]
 [119.   4. 131.]
 ...
 [298. 184. 304.]
 [299. 186. 306.]
 [300. 187. 307.]]",[  1. 128.],[187. 307.]
sim_220_64,0,"[[0.000e+00 9.550e+02 5.530e+02]
 [1.000e+00 9.560e+02 5.550e+02]
 [2.000e+00 9.580e+02 5.560e+02]
 ...
 [7.100e+01 1.021e+03 6.230e+02]
 [7.200e+01 1.022e+03 6.230e+02]
 [7.300e+01 1.023e+03 6.250e+02]]",[955. 553.],[1023.  625.]
sim_220_65,0,"[[0.000e+00 7.610e+02 5.280e+02]
 [1.000e+00 7.620e+02 5.290e+02]
 [2.000e+00 7.630e+02 5.310e+02]
 ...
 [2.730e+02 1.023e+03 8.040e+02]
 [2.740e+02 1.023e+03 8.050e+02]
 [2.750e+02 1.024e+03 8.050e+02]]",[761. 528.],[1024.  805.]
sim_220_66,0,"[[  0. 636. 596.]
 [  1. 637. 597.]
 [  2. 638. 599.]
 ...
 [298. 929. 899.]
 [299. 930. 901.]
 [300. 932. 902.]]",[636. 596.],[932. 902.]
sim_220_67,0,"[[ 63. 535.   1.]
 [ 64. 535.   2.]
 [ 65. 536.   3.]
 ...
 [298. 771. 241.]
 [299. 772. 242.]
 [300. 773. 243.]]",[535.   1.],[773. 243.]
sim_220_68,0,"[[  0. 215. 170.]
 [  1. 216. 171.]
 [  2. 218. 172.]
 ...
 [298. 520. 475.]
 [299. 521. 476.]
 [300. 522. 476.]]",[215. 170.],[522. 476.]
sim_220_69,0,"[[  0. 654. 609.]
 [  1. 655. 610.]
 [  2. 657. 611.]
 ...
 [298. 961. 904.]
 [299. 962. 905.]
 [300. 962. 907.]]",[654. 609.],[962. 907.]
sim_220_70,0,"[[ 37.   1. 718.]
 [ 38.   2. 719.]
 [ 39.   3. 720.]
 ...
 [298. 252. 977.]
 [299. 252. 977.]
 [300. 253. 979.]]",[  1. 718.],[253. 979.]
sim_220_71,0,"[[  0. 118. 433.]
 [  1. 118. 434.]
 [  2. 119. 436.]
 ...
 [298. 424. 715.]
 [299. 426. 716.]
 [300. 426. 717.]]",[118. 433.],[426. 717.]
sim_220_72,0,"[[0.000e+00 7.250e+02 3.530e+02]
 [1.000e+00 7.260e+02 3.540e+02]
 [2.000e+00 7.270e+02 3.550e+02]
 ...
 [2.910e+02 1.021e+03 6.390e+02]
 [2.920e+02 1.023e+03 6.390e+02]
 [2.930e+02 1.024e+03 6.400e+02]]",[725. 353.],[1024.  640.]
sim_220_73,0,"[[0.000e+00 7.040e+02 9.010e+02]
 [1.000e+00 7.060e+02 9.020e+02]
 [2.000e+00 7.070e+02 9.020e+02]
 ...
 [1.240e+02 8.290e+02 1.020e+03]
 [1.250e+02 8.290e+02 1.022e+03]
 [1.260e+02 8.300e+02 1.023e+03]]",[704. 901.],[ 830. 1023.]
sim_221_0,1,"[[0.000e+00 6.600e+02 4.990e+02]
 [1.000e+00 6.610e+02 5.010e+02]
 [2.000e+00 6.630e+02 5.030e+02]
 ...
 [2.260e+02 8.020e+02 1.018e+03]
 [2.270e+02 8.050e+02 1.020e+03]
 [2.280e+02 8.090e+02 1.024e+03]]",[660. 499.],[ 809. 1024.]
sim_221_1,1,"[[161.   3. 709.]
 [162.   9. 709.]
 [163.  14. 711.]
 ...
 [298. 292. 955.]
 [299. 296. 958.]
 [300. 299. 961.]]",[  3. 709.],[299. 961.]
sim_221_2,1,"[[  0. 411. 410.]
 [  1. 412. 412.]
 [  2. 413. 413.]
 ...
 [298. 556. 884.]
 [299. 559. 886.]
 [300. 561. 888.]]",[411. 410.],[561. 888.]
sim_221_3,1,"[[ 80.   0. 364.]
 [ 81.   3. 365.]
 [ 82.   7. 365.]
 ...
 [298. 139. 768.]
 [299. 145. 772.]
 [300. 151. 778.]]",[  0. 364.],[151. 778.]
sim_221_4,1,"[[  0. 599. 414.]
 [  1. 600. 415.]
 [  2. 601. 417.]
 ...
 [298. 874. 638.]
 [299. 876. 638.]
 [300. 878. 640.]]",[599. 414.],[878. 640.]
sim_221_5,1,"[[141.   1. 401.]
 [142.   3. 401.]
 [143.   6. 400.]
 ...
 [298. 323. 481.]
 [299. 324. 482.]
 [300. 327. 484.]]",[  1. 401.],[327. 484.]
sim_221_6,1,"[[  0. 434. 450.]
 [  1. 435. 451.]
 [  2. 437. 452.]
 ...
 [298. 902. 512.]
 [299. 900. 511.]
 [300. 900. 510.]]",[434. 450.],[900. 510.]
sim_221_7,1,"[[4.400e+01 1.000e+00 5.790e+02]
 [4.500e+01 4.000e+00 5.780e+02]
 [4.600e+01 7.000e+00 5.770e+02]
 ...
 [2.050e+02 1.680e+02 1.013e+03]
 [2.060e+02 1.710e+02 1.017e+03]
 [2.070e+02 1.730e+02 1.022e+03]]",[  1. 579.],[ 173. 1022.]
sim_221_8,1,"[[  0. 155. 611.]
 [  1. 156. 611.]
 [  2. 156. 610.]
 ...
 [298. 312. 547.]
 [299. 313. 548.]
 [300. 314. 549.]]",[155. 611.],[314. 549.]
sim_221_9,1,"[[0.000e+00 1.810e+02 1.008e+03]
 [1.000e+00 1.820e+02 1.009e+03]
 [2.000e+00 1.850e+02 1.011e+03]
 [3.000e+00 1.880e+02 1.016e+03]
 [4.000e+00 1.900e+02 1.021e+03]]",[ 181. 1008.],[ 190. 1021.]
sim_221_10,1,"[[  0. 504. 523.]
 [  1. 505. 526.]
 [  2. 505. 528.]
 ...
 [298. 756. 590.]
 [299. 758. 591.]
 [300. 759. 592.]]",[504. 523.],[759. 592.]
sim_221_11,1,"[[0.000e+00 9.610e+02 9.690e+02]
 [1.000e+00 9.640e+02 9.710e+02]
 [2.000e+00 9.670e+02 9.730e+02]
 ...
 [1.600e+01 1.012e+03 1.018e+03]
 [1.700e+01 1.016e+03 1.020e+03]
 [1.800e+01 1.020e+03 1.023e+03]]",[961. 969.],[1020. 1023.]
sim_221_12,1,"[[0.000e+00 4.430e+02 8.610e+02]
 [1.000e+00 4.430e+02 8.610e+02]
 [2.000e+00 4.440e+02 8.610e+02]
 ...
 [9.000e+01 6.910e+02 1.010e+03]
 [9.100e+01 6.920e+02 1.015e+03]
 [9.200e+01 6.940e+02 1.021e+03]]",[443. 861.],[ 694. 1021.]
sim_221_13,1,"[[0.000e+00 6.350e+02 3.540e+02]
 [1.000e+00 6.370e+02 3.560e+02]
 [2.000e+00 6.400e+02 3.590e+02]
 ...
 [2.810e+02 1.022e+03 8.050e+02]
 [2.820e+02 1.023e+03 8.070e+02]
 [2.830e+02 1.023e+03 8.080e+02]]",[635. 354.],[1023.  808.]
sim_221_14,1,"[[ 58.   0. 446.]
 [ 59.   3. 451.]
 [ 60.   4. 454.]
 ...
 [298. 284. 973.]
 [299. 285. 975.]
 [300. 287. 976.]]",[  0. 446.],[287. 976.]
sim_221_15,1,"[[0.000e+00 6.550e+02 7.240e+02]
 [1.000e+00 6.560e+02 7.260e+02]
 [2.000e+00 6.580e+02 7.270e+02]
 ...
 [1.470e+02 1.019e+03 6.200e+02]
 [1.480e+02 1.021e+03 6.200e+02]
 [1.490e+02 1.024e+03 6.200e+02]]",[655. 724.],[1024.  620.]
sim_221_16,1,"[[  0. 606.  90.]
 [  1. 606.  91.]
 [  2. 606.  92.]
 ...
 [298. 587. 349.]
 [299. 585. 350.]
 [300. 583. 351.]]",[606.  90.],[583. 351.]
sim_221_17,1,"[[  0. 119. 963.]
 [  1. 119. 964.]
 [  2. 119. 963.]
 ...
 [298. 564. 978.]
 [299. 565. 977.]
 [300. 565. 976.]]",[119. 963.],[565. 976.]
sim_221_18,1,"[[  42.  907.    2.]
 [  43.  906.    4.]
 [  44.  904.    7.]
 ...
 [ 146. 1019.  150.]
 [ 147. 1021.  152.]
 [ 148. 1023.  155.]]",[907.   2.],[1023.  155.]
sim_221_19,1,"[[ 31.   2. 563.]
 [ 32.   7. 562.]
 [ 33.  12. 562.]
 ...
 [298. 446. 629.]
 [299. 448. 630.]
 [300. 451. 632.]]",[  2. 563.],[451. 632.]
sim_221_20,1,"[[  0. 171. 612.]
 [  1. 173. 614.]
 [  2. 174. 615.]
 ...
 [298. 673. 926.]
 [299. 672. 925.]
 [300. 672. 923.]]",[171. 612.],[672. 923.]
sim_221_21,1,"[[0.000e+00 8.200e+02 5.930e+02]
 [1.000e+00 8.190e+02 5.930e+02]
 [2.000e+00 8.190e+02 5.930e+02]
 ...
 [2.590e+02 9.520e+02 1.019e+03]
 [2.600e+02 9.550e+02 1.021e+03]
 [2.610e+02 9.590e+02 1.022e+03]]",[820. 593.],[ 959. 1022.]
sim_221_22,1,"[[0.000e+00 7.490e+02 4.000e+01]
 [1.000e+00 7.490e+02 4.100e+01]
 [2.000e+00 7.500e+02 4.300e+01]
 ...
 [1.890e+02 1.022e+03 2.540e+02]
 [1.900e+02 1.023e+03 2.510e+02]
 [1.910e+02 1.024e+03 2.490e+02]]",[749.  40.],[1024.  249.]
sim_221_23,1,"[[  0. 739. 245.]
 [  1. 740. 245.]
 [  2. 739. 244.]
 ...
 [298. 999. 316.]
 [299. 996. 319.]
 [300. 995. 321.]]",[739. 245.],[995. 321.]
sim_221_24,1,"[[ 33.   4. 372.]
 [ 34.   9. 377.]
 [ 35.  13. 381.]
 ...
 [177.   4. 472.]
 [178.   3. 476.]
 [179.   2. 481.]]",[  4. 372.],[  2. 481.]
sim_221_25,1,"[[117.   0. 238.]
 [118.   2. 240.]
 [119.   4. 240.]
 [120.   4. 239.]
 [121.   3. 237.]
 [122.   1. 236.]]",[  0. 238.],[  1. 236.]
sim_221_26,1,"[[0.000e+00 7.140e+02 8.400e+02]
 [1.000e+00 7.160e+02 8.410e+02]
 [2.000e+00 7.190e+02 8.430e+02]
 ...
 [1.140e+02 8.650e+02 1.021e+03]
 [1.150e+02 8.680e+02 1.021e+03]
 [1.160e+02 8.700e+02 1.022e+03]]",[714. 840.],[ 870. 1022.]
sim_221_27,1,"[[  0. 456.  91.]
 [  1. 456.  92.]
 [  2. 457.  95.]
 ...
 [298. 762. 527.]
 [299. 760. 528.]
 [300. 759. 531.]]",[456.  91.],[759. 531.]
sim_221_28,1,"[[0.000e+00 6.760e+02 4.650e+02]
 [1.000e+00 6.780e+02 4.660e+02]
 [2.000e+00 6.780e+02 4.660e+02]
 ...
 [1.750e+02 1.015e+03 6.640e+02]
 [1.760e+02 1.019e+03 6.640e+02]
 [1.770e+02 1.023e+03 6.640e+02]]",[676. 465.],[1023.  664.]
sim_221_29,1,"[[  0.  93. 575.]
 [  1.  92. 576.]
 [  2.  94. 576.]
 ...
 [298. 328. 844.]
 [299. 331. 844.]
 [300. 334. 842.]]",[ 93. 575.],[334. 842.]
